sample_index,chain,draw,sigma_ap_0p5_arcsec_km_s,m2l_ratio,m2l_ratio_slope,total_stellar_mass_Msun,log10_total_stellar_mass,halo_mge_mass_Msun,kappa_s_halo,gammain_halo,Rs_halo,H0_cosmo,omega_m_cosmo
52528,6,4528,146.10782517340294,3.472895742915247,0.23968185723234714,302563820153.8633,11.48081699491341,17419608969227.055,0.035927159804670004,1.2525796470839052,12.007815523386768,76.97790385337166,0.45287052482781764
36736,4,4736,141.98694550667145,3.7298119324047043,0.23135904329134804,278281259017.0828,11.4444839595517,7532199352031.008,0.04995223901177875,1.282022060661077,7.22402183213343,90.14629664648024,0.05483319127598896
57062,7,1062,140.88044256330252,2.989193618874553,0.2558741402799277,230126353168.4944,11.361966355219328,5022666635696.702,0.03230728632930786,1.553913468445132,6.873148360260248,87.67959780659157,0.2315866843940984
49394,6,1394,152.40704190174645,2.5163983935253276,0.09367496664683972,207392836510.31375,11.31679375148518,2741706880880.251,0.2503694750405231,0.9554065964688405,2.0258108926967835,91.13847041354379,0.22206325876407929
20436,2,4436,139.43321208896307,3.0430774735770667,0.1845188240746083,247298452908.91125,11.393221399437623,2925206141558.084,0.13612616013831655,1.0195981875693616,2.747701666478017,86.17334682793327,0.09762928477398918
37361,4,5361,151.6657359944533,4.305782065017839,0.30943328890003985,282375788526.164,11.450827456684802,2836037509157.109,0.0398486191916098,1.4621146046324789,5.0360819675554716,99.58093141451315,0.28720847190536414
46619,5,6619,156.07482436095432,2.9485138910767024,0.14429968751643496,230605137178.90503,11.362868977822515,2863839803083.47,0.1615218903964628,1.0765354371776574,2.559482231787052,92.27926294005107,0.3155619870943229
31696,3,7696,142.15662592259622,3.5329256628531884,0.301877519329256,284126592674.0466,11.453511883181285,2959108961745.017,0.03767214283717679,1.4454067378655844,4.800327070919762,80.70097097589809,0.4179744249837099
24634,3,634,140.70043801564196,3.008770147699276,0.1999491293433886,231488232547.96994,11.364528919028379,5877869730876.44,0.05935925365120356,1.365799810184444,5.750461615697253,89.92427393461557,0.08633088059647051
7468,0,7468,151.40926757059154,2.4940641643943997,0.15974130839965206,218353034165.4863,11.33915923111961,4857898374917.49,0.08193242699044534,1.344887028617633,4.239587940179288,80.01124554660099,0.5214855521461549
1140,0,1140,154.44777879533393,3.570686389114957,0.27742298389507314,259980694300.4105,11.414941099239675,7031257744612.346,0.031201908296544567,1.5473508573907975,8.464672316071328,89.44247249911481,0.5191784305525878
29353,3,5353,160.54181733349682,3.7458036443492966,0.207794159820186,268756811864.1412,11.429359480616746,2068922566564.0498,0.14979172011897238,1.0157471831704985,2.32821432146904,95.69030388997058,0.414741651435263
3282,0,3282,148.94015892938114,2.8787010523503884,0.136564608894449,245230464684.56647,11.389574421077016,4803087677815.148,0.15677208863158504,0.981159175214747,3.2721009431932466,85.54490681220155,0.19615853525492982
44912,5,4912,146.5394553382678,3.450863469118039,0.23770020071219822,272025279442.0141,11.434609265107829,9004848214010.27,0.043232640669662245,1.3421346075265412,8.172213463457245,86.40446182284555,0.280253037857579
15369,1,7369,143.49066106999217,3.3477303607569437,0.2408095989393837,269094143854.67023,11.429904246558715,2295760940634.062,0.09553963124088621,1.2425780012610497,2.7859874989228355,84.75979830630462,0.19255993107121733
35525,4,3525,139.2608698025272,3.093543269155922,0.19628559462494355,268390998233.98807,11.428767945614442,24689753193652.24,0.05402442920915392,1.1705204895234442,11.976631717755883,80.69144575348432,0.17138091331643848
2871,0,2871,151.25174855280432,3.14895128153546,0.1653913795572619,244534636240.37756,11.388340381916535,2474095649092.9756,0.18630877543816088,0.9229846308923486,2.2506220945890796,92.00130641868128,0.2322382491798738
58518,7,2518,146.60940665634888,3.135982715328332,0.19725573437916333,273036745292.564,11.43622109833715,8339378830345.54,0.07017200535252899,1.1542008247585964,6.108246713504773,79.82890731580287,0.35208966607179154
42806,5,2806,149.13091722503785,3.144142467362978,0.2737647025582375,236343182818.49902,11.373543079848128,5263253426101.107,0.03221176635852955,1.6002739981152905,7.038155527000483,87.81682078587929,0.40855948116776847
47927,5,7927,158.2766724939014,4.051084926317835,0.2030215247631757,281893905961.68054,11.450085687308913,2195160001434.0415,0.1922429326807745,0.753599555367996,2.2223768067252587,100.22219867595598,0.21918916964796692
12355,1,4355,154.51380221174813,4.022048093268792,0.2934882674392225,266149295066.80026,11.425125320221326,4684069746094.529,0.03797533260820327,1.48367570364623,6.60708161953481,98.81312230579032,0.38898163630387744
5000,0,5000,153.10594274724053,3.54363143892403,0.1741563027520483,265175000186.1946,11.423532577828654,2269080420400.516,0.2194604625250128,0.8560057516849997,2.0336580054965196,94.67047553002962,0.1331996686085461
8630,1,630,143.89405982518568,3.526204027107665,0.23070225050973314,266661669521.9879,11.42596059382468,3089473125957.203,0.09551389915151538,1.2215385300904176,3.352608342419695,90.05570265940293,0.10458574241213017
34052,4,2052,145.69299095022524,2.945091400428168,0.199567589836399,239775954521.5612,11.379805628545139,26938285170710.7,0.0271097713670847,1.4292094303425027,17.539993375776852,85.01149916239106,0.38396348054200297
4230,0,4230,160.4239376113774,2.58657728142423,0.08187617898712196,218922962214.97818,11.340291315886125,3629795355899.318,0.2533561603338832,0.8741280703399836,2.3194550941652334,88.10365236346684,0.4484375190114823
2526,0,2526,158.665182803692,3.0149267198848726,0.1344682359138527,235416309832.55157,11.371836547823069,2447823133181.4536,0.20950412705797408,0.9764858585171683,2.113355696755011,93.10408308812947,0.30775621270464015
